ID,Trial,A,B,Answer,Result
007_d,0,0.30,0.80,A,True
007_d,1,0.80,0.30,B,True
007_d,2,0.70,0.30,B,True
007_d,3,0.70,0.30,B,True
007_d,4,0.30,0.60,A,True
007_d,5,0.30,0.60,A,True
007_d,6,0.50,0.30,B,True
007_d,7,0.30,0.50,A,True
007_d,8,0.30,0.40,A,True
007_d,9,0.30,0.40,B,False
007_d,10,0.50,0.30,B,True
007_d,11,0.50,0.30,B,True
007_d,12,0.40,0.30,B,True
007_d,13,0.30,0.40,A,True
007_d,14,0.30,0.30,B,False
007_d,15,0.32,0.30,B,True
007_d,16,0.30,0.32,A,True
007_d,17,0.30,0.30,A,False
007_d,18,0.30,0.32,B,False
007_d,19,0.34,0.30,B,True
007_d,20,0.30,0.34,A,True
007_d,21,0.32,0.30,A,False
007_d,22,0.34,0.30,B,True
007_d,23,0.34,0.30,A,False
007_d,24,0.30,0.36,A,True
007_d,25,0.30,0.36,A,True
007_d,26,0.34,0.30,A,False
007_d,27,0.30,0.36,A,True
0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.5,0.5,0.4,0.4,0.3,0.32,0.32,0.3,0.32,0.34,0.34,0.32,0.34,0.34,0.36,0.36,0.34,0.36
0.4,0.5,0.3,0.32,0.3,0.34,0.32,0.36,0.34
0.34

