ID,Trial,A,B,Answer,Result
009_d,0,0.30,0.80,A,True
009_d,1,0.80,0.30,B,True
009_d,2,0.70,0.30,B,True
009_d,3,0.30,0.70,A,True
009_d,4,0.60,0.30,B,True
009_d,5,0.30,0.60,A,True
009_d,6,0.30,0.50,A,True
009_d,7,0.30,0.50,A,True
009_d,8,0.30,0.50,A,True
009_d,9,0.30,0.40,A,True
009_d,10,0.30,0.40,A,True
009_d,11,0.30,0.30,B,False
009_d,12,0.30,0.40,B,False
009_d,13,0.50,0.30,B,True
009_d,14,0.30,0.50,A,True
009_d,15,0.30,0.40,A,True
009_d,16,0.40,0.30,B,True
009_d,17,0.30,0.30,B,False
009_d,18,0.32,0.30,A,False
009_d,19,0.34,0.30,B,True
009_d,20,0.30,0.34,B,False
009_d,21,0.30,0.36,A,True
009_d,22,0.30,0.36,B,False
009_d,23,0.38,0.30,B,True
009_d,24,0.38,0.30,B,True
009_d,25,0.36,0.30,B,True
009_d,26,0.30,0.36,A,True
009_d,27,0.34,0.30,A,False
009_d,28,0.30,0.36,A,True
009_d,29,0.30,0.36,B,False
009_d,30,0.38,0.30,B,True
009_d,31,0.38,0.30,A,False
009_d,32,0.40,0.30,B,True
009_d,33,0.30,0.40,A,True
009_d,34,0.38,0.30,B,True
009_d,35,0.38,0.30,B,True
009_d,36,0.30,0.36,B,False
009_d,37,0.38,0.30,B,True
009_d,38,0.30,0.38,A,True
009_d,39,0.30,0.36,B,False
009_d,40,0.38,0.30,B,True
0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.3,0.4,0.5,0.5,0.4,0.4,0.3,0.32,0.34,0.34,0.36,0.36,0.38,0.38,0.36,0.36,0.34,0.36,0.36,0.38,0.38,0.4,0.4,0.38,0.38,0.36,0.38,0.38,0.36,0.38
0.3,0.5,0.3,0.38,0.34,0.4,0.36,0.38,0.36
0.375

