ID,Trial,A,B,Answer,Result
011_d,0,0.30,0.80,A,True
011_d,1,0.80,0.30,B,True
011_d,2,0.30,0.70,A,True
011_d,3,0.30,0.70,A,True
011_d,4,0.30,0.60,A,True
011_d,5,0.30,0.60,A,True
011_d,6,0.30,0.50,A,True
011_d,7,0.30,0.50,A,True
011_d,8,0.40,0.30,B,True
011_d,9,0.40,0.30,A,False
011_d,10,0.50,0.30,B,True
011_d,11,0.30,0.50,A,True
011_d,12,0.40,0.30,B,True
011_d,13,0.30,0.40,B,False
011_d,14,0.30,0.42,A,True
011_d,15,0.30,0.42,A,True
011_d,16,0.40,0.30,B,True
011_d,17,0.40,0.30,B,True
011_d,18,0.38,0.30,A,False
011_d,19,0.30,0.40,A,True
011_d,20,0.40,0.30,A,False
011_d,21,0.30,0.42,A,True
011_d,22,0.30,0.42,A,True
011_d,23,0.30,0.42,A,True
011_d,24,0.40,0.30,B,True
011_d,25,0.40,0.30,B,True
011_d,26,0.30,0.38,A,True
011_d,27,0.38,0.30,A,False
011_d,28,0.40,0.30,B,True
011_d,29,0.40,0.30,B,True
011_d,30,0.30,0.38,A,True
011_d,31,0.38,0.30,B,True
011_d,32,0.30,0.36,A,True
011_d,33,0.36,0.30,B,True
011_d,34,0.30,0.34,A,True
011_d,35,0.34,0.30,A,False
011_d,36,0.36,0.30,B,True
0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.5,0.4,0.4,0.5,0.5,0.4,0.4,0.42,0.42,0.4,0.4,0.38,0.4,0.4,0.42,0.42,0.4,0.4,0.38,0.38,0.4,0.4,0.38,0.38,0.36,0.36,0.3399999,0.3399999,0.36
0.4,0.5,0.4,0.42,0.38,0.42,0.38,0.4,0.3399999
0.385

