ID,Trial,A,B,Answer,Result
006_d,0,0.80,0.30,B,True
006_d,1,0.80,0.30,B,True
006_d,2,0.70,0.30,B,True
006_d,3,0.70,0.30,B,True
006_d,4,0.60,0.30,B,True
006_d,5,0.30,0.60,A,True
006_d,6,0.30,0.50,B,False
006_d,7,0.30,0.60,A,True
006_d,8,0.30,0.60,A,True
006_d,9,0.50,0.30,B,True
006_d,10,0.50,0.30,B,True
006_d,11,0.40,0.30,B,True
006_d,12,0.40,0.30,A,False
006_d,13,0.30,0.42,A,True
006_d,14,0.30,0.42,A,True
006_d,15,0.40,0.30,A,False
006_d,16,0.42,0.30,B,True
006_d,17,0.42,0.30,B,True
006_d,18,0.30,0.40,A,True
006_d,19,0.40,0.30,A,False
006_d,20,0.30,0.42,A,True
006_d,21,0.30,0.42,A,True
006_d,22,0.40,0.30,B,True
006_d,23,0.30,0.40,A,True
006_d,24,0.38,0.30,B,True
006_d,25,0.30,0.38,B,False
006_d,26,0.30,0.40,A,True
0.8,0.8,0.7,0.7,0.6,0.6,0.5,0.6,0.6,0.5,0.5,0.4,0.4,0.42,0.42,0.4,0.42,0.42,0.4,0.4,0.42,0.42,0.4,0.4,0.38,0.38,0.4
0.5,0.6,0.4,0.42,0.4,0.42,0.4,0.42,0.38
0.405

