ID,Trial,A,B,Answer,Result
t1,1,1.20,1.80,B,True
t1,2,1.80,1.20,A,True
t1,3,1.30,1.80,B,True
t1,4,1.30,1.80,B,True
t1,5,1.40,1.80,B,True
t1,6,1.80,1.40,A,True
t1,7,1.50,1.80,B,True
t1,8,1.50,1.80,B,True
t1,9,1.60,1.80,B,True
t1,10,1.60,1.80,B,True
t1,11,1.80,1.70,B,False
t1,12,1.60,1.80,B,True
t1,13,1.80,1.60,B,False
t1,14,1.80,1.50,A,True
t1,15,1.80,1.50,A,True
t1,16,1.60,1.80,B,True
t1,17,1.60,1.80,B,True
t1,18,1.80,1.70,A,True
t1,19,1.80,1.70,B,False
t1,20,1.80,1.68,B,False
t1,21,1.80,1.66,B,False
t1,22,1.64,1.80,B,True
t1,23,1.64,1.80,A,False
t1,24,1.80,1.62,A,True
t1,25,1.62,1.80,B,True
t1,26,1.64,1.80,B,True
t1,27,1.80,1.64,A,True
t1,28,1.66,1.80,B,True
t1,29,1.80,1.66,B,False
t1,30,1.80,1.64,B,False
t1,31,1.80,1.62,A,True
t1,32,1.62,1.80,B,True
t1,33,1.80,1.64,B,False
t1,34,1.62,1.80,B,True
t1,35,1.62,1.80,B,True
t1,36,1.64,1.80,B,True
t1,37,1.80,1.64,A,True
t1,38,1.80,1.66,A,True
t1,39,1.80,1.66,A,True
t1,40,1.68,1.80,B,True
t1,41,1.68,1.80,B,True
t1,42,1.80,1.70,B,False
1.2,1.2,1.3,1.3,1.4,1.4,1.5,1.5,1.6,1.6,1.7,1.6,1.6,1.5,1.5,1.6,1.6,1.7,1.7,1.68,1.66,1.64,1.64,1.62,1.62,1.64,1.64,1.66,1.66,1.64,1.62,1.62,1.64,1.62,1.62,1.64,1.64,1.66,1.66,1.68,1.68,1.7,1.68
1.7,1.5,1.7,1.62,1.66,1.62,1.64,1.62,1.7
1.645

